id,drink_id,name,price,quantity,change,event,timestamp
999334,5,Shot,2.7831,0,-0.2799,crash,2025-09-06T19:22:39.999390
301551,1,Pilsner,3.3883,0,-0.2255,crash,2025-09-06T19:22:40.301599
309060,2,IPA,4.7327,0,-0.1548,crash,2025-09-06T19:22:40.309141
309779,3,Cocktail,7.4285,0,-0.3308,crash,2025-09-06T19:22:40.309825
310509,4,Soft,2.4833,0,-0.069,crash,2025-09-06T19:22:40.310553
311027,5,Shot,2.4833,0,-0.2998,crash,2025-09-06T19:22:40.311064
513646,1,Pilsner,3.1241,0,-0.2642,crash,2025-09-06T19:22:40.513706
514282,2,IPA,4.5968,0,-0.1359,crash,2025-09-06T19:22:40.514360
514941,3,Cocktail,7.2792,0,-0.1493,crash,2025-09-06T19:22:40.515002
515727,4,Soft,2.3901,0,-0.0932,crash,2025-09-06T19:22:40.515778
516572,5,Shot,2.2602,0,-0.2231,crash,2025-09-06T19:22:40.516625
857843,1,Pilsner,3.0,0,-0.1241,crash,2025-09-06T19:22:40.857928
858779,2,IPA,4.4074,0,-0.1894,crash,2025-09-06T19:22:40.858837
859584,3,Cocktail,7.0507,0,-0.2285,crash,2025-09-06T19:22:40.859640
860774,4,Soft,2.2532,0,-0.1369,crash,2025-09-06T19:22:40.860835
861980,5,Shot,2.0,0,-0.2602,crash,2025-09-06T19:22:40.862053
31876,2,IPA,4.2854,0,-0.122,crash,2025-09-06T19:22:41.031954
32837,3,Cocktail,6.7648,0,-0.2859,crash,2025-09-06T19:22:41.032941
33755,4,Soft,2.1402,0,-0.113,crash,2025-09-06T19:22:41.033813
235036,2,IPA,4.135,0,-0.1504,crash,2025-09-06T19:22:41.235088
235682,3,Cocktail,6.4401,0,-0.3247,crash,2025-09-06T19:22:41.235737
236339,4,Soft,2.0,0,-0.1402,crash,2025-09-06T19:22:41.236395
433230,2,IPA,4.0,0,-0.135,crash,2025-09-06T19:22:41.433299
434071,3,Cocktail,6.2851,0,-0.155,crash,2025-09-06T19:22:41.434134
624143,3,Cocktail,6.1338,0,-0.1513,crash,2025-09-06T19:22:41.624207
790446,3,Cocktail,6.0,0,-0.1338,crash,2025-09-06T19:22:41.790510
849385,1,Pilsner,5.0,0,0,reset,2025-09-06T19:22:54.849527
929120,2,IPA,6.0,0,0,reset,2025-09-06T19:22:54.929207
23671,3,Cocktail,9.0,0,0,reset,2025-09-06T19:22:55.023752
144792,4,Soft,3.0,0,0,reset,2025-09-06T19:22:55.144905
215660,5,Shot,4.0,0,0,reset,2025-09-06T19:22:55.215741
418088,1,Pilsner,5.0524,1,0.0524,happy_hour,2025-09-06T19:24:30.418349
498517,1,Pilsner,5.0948,1,0.0424,happy_hour,2025-09-06T19:24:39.498619
963326,4,Soft,2.9812,1,-0.0188,happy_hour,2025-09-06T19:24:43.963387
717288,1,Pilsner,5.1472,1,0.0524,happy_hour,2025-09-06T19:33:26.717841
